Chemical_ID,End_Point,BMD_Flag
448,ANY24,1.0
448,AXIS,1.0
448,BRN_,1.0
448,CRAN,1.0
448,DP24,
448,EDEM,1.0
448,LTRK,
448,MO24,1.0
448,MORT,
448,MUSC,
448,NC24,
448,NC__,
448,SKIN,
448,SM24,
448,TCHR,1.0
448,TOT_MORT,0.0
470,ALL_BUT_MORT,0.0
470,ANY120,0.0
470,ANY24,
470,AXIS,0.0
470,BRN_,0.0
470,CRAN,0.0
470,DP24,0.0
470,EDEM,0.0
470,LTRK,0.0
470,MO24,
470,MORT,
470,MUSC,1.0
470,NC24,
470,NC__,1.0
470,SKIN,0.0
470,SM24,
470,TCHR,1.0
470,TOT_MORT,
471,ALL_BUT_MORT,0.0
471,ANY120,0.0
471,ANY24,0.0
471,AXIS,0.0
471,BRN_,0.0
471,CRAN,0.0
471,DP24,0.0
471,EDEM,0.0
471,LTRK,0.0
471,MO24,0.0
471,MORT,0.0
471,MUSC,0.0
471,NC24,
471,NC__,
471,SKIN,0.0
471,SM24,1.0
471,TCHR,0.0
471,TOT_MORT,0.0
472,ALL_BUT_MORT,1.0
472,ANY120,0.0
472,ANY24,0.0
472,AXIS,1.0
472,BRN_,1.0
472,CRAN,1.0
472,DP24,1.0
472,EDEM,1.0
472,LTRK,1.0
472,MO24,1.0
472,MORT,0.0
472,MUSC,
472,NC24,
472,NC__,
472,SKIN,1.0
472,SM24,
472,TCHR,
472,TOT_MORT,0.0
481,ALL_BUT_MORT,1.0
481,ANY120,1.0
481,ANY24,1.0
481,AXIS,1.0
481,BRN_,
481,CRAN,
481,DP24,1.0
481,EDEM,
481,LTRK,1.0
481,MO24,1.0
481,MORT,1.0
481,MUSC,
481,NC24,
481,NC__,
481,SKIN,
481,SM24,
481,TCHR,
481,TOT_MORT,1.0
500,ALL_BUT_MORT,-1.0
500,ANY120,0.0
500,ANY24,0.0
500,AXIS,0.0
500,BRN_,0.0
500,CRAN,0.0
500,DP24,0.0
500,EDEM,0.0
500,LTRK,0.0
500,MO24,0.0
500,MORT,0.0
500,MUSC,1.0
500,NC24,
500,NC__,1.0
500,SKIN,0.0
500,SM24,
500,TCHR,0.0
500,TOT_MORT,0.0
501,ALL_BUT_MORT,-1.0
501,ANY120,0.0
501,ANY24,0.0
501,AXIS,
501,BRN_,0.0
501,CRAN,
501,DP24,0.0
501,EDEM,1.0
501,LTRK,
501,MO24,0.0
501,MORT,0.0
501,MUSC,
501,NC24,
501,NC__,
501,SKIN,
501,SM24,
501,TCHR,1.0
501,TOT_MORT,0.0
502,ALL_BUT_MORT,0.0
502,ANY120,0.0
502,ANY24,0.0
502,AXIS,0.0
502,BRN_,0.0
502,CRAN,0.0
502,DP24,0.0
502,EDEM,0.0
502,LTRK,0.0
502,MO24,0.0
502,MORT,0.0
502,MUSC,
502,NC24,
502,NC__,0.0
502,SKIN,
502,SM24,
502,TCHR,0.0
502,TOT_MORT,0.0
503,ALL_BUT_MORT,0.0
503,ANY120,0.0
503,ANY24,0.0
503,AXIS,0.0
503,BRN_,0.0
503,CRAN,0.0
503,DP24,
503,EDEM,0.0
503,LTRK,0.0
503,MO24,0.0
503,MORT,0.0
503,MUSC,0.0
503,NC24,
503,NC__,1.0
503,SKIN,0.0
503,SM24,
503,TCHR,0.0
503,TOT_MORT,0.0
504,ALL_BUT_MORT,0.0
504,ANY120,-1.0
504,ANY24,0.0
504,AXIS,1.0
504,BRN_,0.0
504,CRAN,0.0
504,DP24,0.0
504,EDEM,0.0
504,LTRK,1.0
504,MO24,0.0
504,MORT,0.0
504,MUSC,
504,NC24,
504,NC__,
504,SKIN,
504,SM24,
504,TCHR,
504,TOT_MORT,0.0
511,ALL_BUT_MORT,-1.0
511,ANY120,0.0
511,ANY24,0.0
511,AXIS,0.0
511,BRN_,0.0
511,CRAN,0.0
511,DP24,0.0
511,EDEM,0.0
511,LTRK,0.0
511,MO24,1.0
511,MORT,0.0
511,MUSC,0.0
511,NC24,
511,NC__,
511,SKIN,1.0
511,SM24,
511,TCHR,0.0
511,TOT_MORT,0.0
512,ALL_BUT_MORT,1.0
512,ANY120,1.0
512,ANY24,
512,AXIS,1.0
512,BRN_,1.0
512,CRAN,1.0
512,DP24,
512,EDEM,1.0
512,LTRK,
512,MO24,1.0
512,MORT,1.0
512,MUSC,
512,NC24,
512,NC__,
512,SKIN,
512,SM24,
512,TCHR,
512,TOT_MORT,1.0
513,ALL_BUT_MORT,1.0
513,ANY120,1.0
513,ANY24,1.0
513,AXIS,1.0
513,BRN_,
513,CRAN,
513,DP24,
513,EDEM,
513,LTRK,
513,MO24,1.0
513,MORT,
513,MUSC,
513,NC24,
513,NC__,
513,SKIN,
513,SM24,
513,TCHR,1.0
513,TOT_MORT,1.0
514,ALL_BUT_MORT,-1.0
514,ANY120,-1.0
514,ANY24,
514,AXIS,1.0
514,BRN_,1.0
514,CRAN,1.0
514,DP24,
514,EDEM,1.0
514,LTRK,1.0
514,MO24,
514,MORT,0.0
514,MUSC,-1.0
514,NC24,
514,NC__,
514,SKIN,1.0
514,SM24,
514,TCHR,
514,TOT_MORT,1.0
515,ALL_BUT_MORT,
515,ANY120,1.0
515,ANY24,1.0
515,AXIS,
515,BRN_,
515,CRAN,
515,DP24,1.0
515,EDEM,1.0
515,LTRK,
515,MO24,
515,MORT,1.0
515,MUSC,
515,NC24,
515,NC__,
515,SKIN,
515,SM24,
515,TCHR,
515,TOT_MORT,1.0
517,ALL_BUT_MORT,
517,ANY120,
517,ANY24,
517,AXIS,
517,BRN_,
517,CRAN,
517,DP24,
517,EDEM,
517,LTRK,1.0
517,MO24,
517,MORT,
517,MUSC,1.0
517,NC24,
517,NC__,1.0
517,SKIN,
517,SM24,
517,TCHR,1.0
517,TOT_MORT,
557,ALL_BUT_MORT,
557,ANY120,0.0
557,ANY24,1.0
557,AXIS,1.0
557,BRN_,1.0
557,CRAN,1.0
557,DP24,
557,EDEM,
557,LTRK,1.0
557,MO24,1.0
557,MORT,
557,MUSC,1.0
557,NC24,
557,NC__,
557,SKIN,1.0
557,SM24,1.0
557,TCHR,
557,TOT_MORT,
560,ALL_BUT_MORT,
560,ANY120,
560,ANY24,
560,AXIS,
560,BRN_,1.0
560,CRAN,1.0
560,DP24,1.0
560,EDEM,
560,LTRK,1.0
560,MO24,
560,MORT,
560,MUSC,1.0
560,NC24,
560,NC__,
560,SKIN,1.0
560,SM24,
560,TCHR,1.0
560,TOT_MORT,
581,ALL_BUT_MORT,
581,ANY120,
581,ANY24,
581,AXIS,1.0
581,BRN_,1.0
581,CRAN,1.0
581,DP24,
581,EDEM,
581,LTRK,1.0
581,MO24,
581,MORT,
581,MUSC,1.0
581,NC24,
581,NC__,
581,SKIN,
581,SM24,1.0
581,TCHR,1.0
581,TOT_MORT,
585,ALL_BUT_MORT,1.0
585,ANY120,1.0
585,ANY24,1.0
585,AXIS,
585,BRN_,
585,CRAN,
585,DP24,
585,EDEM,
585,LTRK,
585,MO24,1.0
585,MORT,1.0
585,MUSC,
585,NC24,
585,NC__,
585,SKIN,
585,SM24,
585,TCHR,
585,TOT_MORT,1.0
596,ALL_BUT_MORT,0.0
596,ANY120,0.0
596,ANY24,0.0
596,AXIS,0.0
596,BRN_,0.0
596,CRAN,0.0
596,DP24,
596,EDEM,0.0
596,LTRK,0.0
596,MO24,0.0
596,MORT,0.0
596,MUSC,0.0
596,NC24,
596,NC__,0.0
596,SKIN,
596,SM24,
596,TCHR,0.0
596,TOT_MORT,0.0
597,ALL_BUT_MORT,
597,ANY120,0.0
597,ANY24,0.0
597,AXIS,0.0
597,BRN_,0.0
597,CRAN,0.0
597,DP24,
597,EDEM,0.0
597,LTRK,0.0
597,MO24,0.0
597,MORT,0.0
597,MUSC,0.0
597,NC24,
597,NC__,0.0
597,SKIN,
597,SM24,
597,TCHR,0.0
597,TOT_MORT,0.0
599,ALL_BUT_MORT,0.0
599,ANY120,0.0
599,ANY24,0.0
599,AXIS,
599,BRN_,
599,CRAN,
599,DP24,0.0
599,EDEM,
599,LTRK,
599,MO24,1.0
599,MORT,0.0
599,MUSC,
599,NC24,
599,NC__,
599,SKIN,
599,SM24,
599,TCHR,
599,TOT_MORT,0.0
601,ALL_BUT_MORT,0.0
601,ANY120,0.0
601,ANY24,0.0
601,AXIS,
601,BRN_,
601,CRAN,
601,DP24,0.0
601,EDEM,
601,LTRK,
601,MO24,0.0
601,MORT,0.0
601,MUSC,
601,NC24,
601,NC__,
601,SKIN,
601,SM24,
601,TCHR,
601,TOT_MORT,0.0
602,ALL_BUT_MORT,0.0
602,ANY120,0.0
602,ANY24,0.0
602,AXIS,0.0
602,BRN_,0.0
602,CRAN,0.0
602,DP24,0.0
602,EDEM,0.0
602,LTRK,1.0
602,MO24,0.0
602,MORT,0.0
602,MUSC,1.0
602,NC24,
602,NC__,1.0
602,SKIN,0.0
602,SM24,
602,TCHR,0.0
602,TOT_MORT,0.0
606,ALL_BUT_MORT,
606,ANY120,1.0
606,ANY24,1.0
606,AXIS,
606,BRN_,
606,CRAN,
606,DP24,
606,EDEM,
606,LTRK,
606,MO24,1.0
606,MORT,0.0
606,MUSC,
606,NC24,
606,NC__,
606,SKIN,
606,SM24,
606,TCHR,
606,TOT_MORT,0.0
607,ALL_BUT_MORT,
607,ANY120,
607,ANY24,
607,AXIS,
607,BRN_,
607,CRAN,
607,DP24,
607,EDEM,
607,LTRK,
607,MO24,1.0
607,MORT,1.0
607,MUSC,
607,NC24,
607,NC__,
607,SKIN,
607,SM24,
607,TCHR,
607,TOT_MORT,1.0
609,ALL_BUT_MORT,1.0
609,ANY120,1.0
609,ANY24,1.0
609,AXIS,
609,BRN_,1.0
609,CRAN,1.0
609,DP24,1.0
609,EDEM,1.0
609,LTRK,
609,MO24,1.0
609,MORT,
609,MUSC,
609,NC24,
609,NC__,
609,SKIN,
609,SM24,
609,TCHR,
609,TOT_MORT,1.0
618,ALL_BUT_MORT,
618,ANY120,
618,ANY24,
618,AXIS,
618,BRN_,
618,CRAN,
618,DP24,
618,EDEM,
618,LTRK,
618,MO24,
618,MORT,
618,MUSC,
618,NC24,
618,NC__,
618,SKIN,
618,SM24,
618,TCHR,
618,TOT_MORT,
628,ALL_BUT_MORT,
628,ANY120,0.0
628,ANY24,0.0
628,AXIS,
628,BRN_,
628,CRAN,1.0
628,DP24,
628,EDEM,1.0
628,LTRK,
628,MO24,0.0
628,MORT,0.0
628,MUSC,
628,NC24,
628,NC__,
628,SKIN,
628,SM24,
628,TCHR,
628,TOT_MORT,0.0
629,ALL_BUT_MORT,0.0
629,ANY120,0.0
629,ANY24,0.0
629,AXIS,0.0
629,BRN_,0.0
629,CRAN,0.0
629,DP24,0.0
629,EDEM,0.0
629,LTRK,0.0
629,MO24,0.0
629,MORT,0.0
629,MUSC,0.0
629,NC24,0.0
629,NC__,1.0
629,SKIN,
629,SM24,0.0
629,TCHR,0.0
629,TOT_MORT,0.0
667,ALL_BUT_MORT,0.0
667,ANY120,0.0
667,ANY24,0.0
667,AXIS,0.0
667,BRN_,0.0
667,CRAN,0.0
667,DP24,0.0
667,EDEM,0.0
667,LTRK,1.0
667,MO24,1.0
667,MORT,0.0
667,MUSC,0.0
667,NC24,
667,NC__,
667,SKIN,
667,SM24,
667,TCHR,0.0
667,TOT_MORT,0.0
674,ALL_BUT_MORT,
674,ANY120,-1.0
674,ANY24,-1.0
674,AXIS,
674,BRN_,
674,CRAN,
674,DP24,
674,EDEM,
674,LTRK,
674,MO24,-1.0
674,MORT,0.0
674,MUSC,
674,NC24,
674,NC__,
674,SKIN,
674,SM24,
674,TCHR,
674,TOT_MORT,0.0
689,ALL_BUT_MORT,0.0
689,ANY120,1.0
689,ANY24,
689,AXIS,0.0
689,BRN_,0.0
689,CRAN,0.0
689,DP24,
689,EDEM,0.0
689,LTRK,0.0
689,MO24,
689,MORT,1.0
689,MUSC,0.0
689,NC24,
689,NC__,
689,SKIN,
689,SM24,
689,TCHR,
689,TOT_MORT,
691,ALL_BUT_MORT,1.0
691,ANY120,0.0
691,ANY24,1.0
691,AXIS,1.0
691,BRN_,0.0
691,CRAN,0.0
691,DP24,
691,EDEM,0.0
691,LTRK,0.0
691,MO24,1.0
691,MORT,0.0
691,MUSC,
691,NC24,
691,NC__,
691,SKIN,
691,SM24,
691,TCHR,
691,TOT_MORT,0.0
694,ALL_BUT_MORT,0.0
694,ANY120,0.0
694,ANY24,0.0
694,AXIS,0.0
694,BRN_,0.0
694,CRAN,0.0
694,DP24,0.0
694,EDEM,0.0
694,LTRK,0.0
694,MO24,1.0
694,MORT,1.0
694,MUSC,1.0
694,NC24,
694,NC__,
694,SKIN,
694,SM24,
694,TCHR,1.0
694,TOT_MORT,0.0
696,ALL_BUT_MORT,1.0
696,ANY120,
696,ANY24,
696,AXIS,
696,BRN_,
696,CRAN,
696,DP24,
696,EDEM,
696,LTRK,
696,MO24,
696,MORT,
696,MUSC,
696,NC24,
696,NC__,
696,SKIN,
696,SM24,
696,TCHR,1.0
696,TOT_MORT,
697,ALL_BUT_MORT,
697,ANY120,1.0
697,ANY24,1.0
697,AXIS,
697,BRN_,
697,CRAN,
697,DP24,
697,EDEM,
697,LTRK,
697,MO24,1.0
697,MORT,
697,MUSC,
697,NC24,
697,NC__,1.0
697,SKIN,
697,SM24,
697,TCHR,
697,TOT_MORT,1.0
702,ALL_BUT_MORT,0.0
702,ANY120,0.0
702,ANY24,1.0
702,AXIS,0.0
702,BRN_,0.0
702,CRAN,0.0
702,DP24,1.0
702,EDEM,0.0
702,LTRK,0.0
702,MO24,0.0
702,MORT,0.0
702,MUSC,0.0
702,NC24,
702,NC__,
702,SKIN,0.0
702,SM24,
702,TCHR,0.0
702,TOT_MORT,0.0
721,ALL_BUT_MORT,0.0
721,ANY120,0.0
721,ANY24,0.0
721,AXIS,1.0
721,BRN_,0.0
721,CRAN,0.0
721,DP24,0.0
721,EDEM,0.0
721,LTRK,1.0
721,MO24,1.0
721,MORT,1.0
721,MUSC,
721,NC24,
721,NC__,
721,SKIN,
721,SM24,
721,TCHR,1.0
721,TOT_MORT,0.0
722,ALL_BUT_MORT,0.0
722,ANY120,0.0
722,ANY24,0.0
722,AXIS,0.0
722,BRN_,1.0
722,CRAN,0.0
722,DP24,0.0
722,EDEM,0.0
722,LTRK,0.0
722,MO24,
722,MORT,0.0
722,MUSC,
722,NC24,
722,NC__,
722,SKIN,
722,SM24,
722,TCHR,
722,TOT_MORT,0.0
740,ALL_BUT_MORT,0.0
740,ANY120,0.0
740,ANY24,0.0
740,AXIS,
740,BRN_,
740,CRAN,1.0
740,DP24,0.0
740,EDEM,1.0
740,LTRK,
740,MO24,1.0
740,MORT,0.0
740,MUSC,
740,NC24,
740,NC__,
740,SKIN,
740,SM24,
740,TCHR,
740,TOT_MORT,0.0
741,ALL_BUT_MORT,1.0
741,ANY120,0.0
741,ANY24,0.0
741,AXIS,
741,BRN_,
741,CRAN,
741,DP24,1.0
741,EDEM,
741,LTRK,
741,MO24,0.0
741,MORT,1.0
741,MUSC,
741,NC24,
741,NC__,
741,SKIN,
741,SM24,
741,TCHR,
741,TOT_MORT,0.0
746,ALL_BUT_MORT,1.0
746,ANY120,0.0
746,ANY24,1.0
746,AXIS,1.0
746,BRN_,1.0
746,CRAN,1.0
746,DP24,
746,EDEM,1.0
746,LTRK,1.0
746,MO24,1.0
746,MORT,1.0
746,MUSC,
746,NC24,
746,NC__,1.0
746,SKIN,
746,SM24,
746,TCHR,
746,TOT_MORT,1.0
747,ALL_BUT_MORT,0.0
747,ANY120,0.0
747,ANY24,0.0
747,AXIS,0.0
747,BRN_,
747,CRAN,0.0
747,DP24,
747,EDEM,0.0
747,LTRK,1.0
747,MO24,0.0
747,MORT,0.0
747,MUSC,
747,NC24,
747,NC__,
747,SKIN,
747,SM24,
747,TCHR,0.0
747,TOT_MORT,0.0
768,ALL_BUT_MORT,0.0
768,ANY120,0.0
768,ANY24,0.0
768,AXIS,0.0
768,BRN_,
768,CRAN,1.0
768,DP24,0.0
768,EDEM,0.0
768,LTRK,1.0
768,MO24,0.0
768,MORT,0.0
768,MUSC,
768,NC24,
768,NC__,
768,SKIN,
768,SM24,
768,TCHR,1.0
768,TOT_MORT,0.0
769,ALL_BUT_MORT,1.0
769,ANY120,1.0
769,ANY24,1.0
769,AXIS,
769,BRN_,
769,CRAN,1.0
769,DP24,
769,EDEM,1.0
769,LTRK,
769,MO24,1.0
769,MORT,1.0
769,MUSC,
769,NC24,
769,NC__,
769,SKIN,
769,SM24,
769,TCHR,
769,TOT_MORT,1.0
770,ALL_BUT_MORT,
770,ANY120,
770,ANY24,
770,AXIS,1.0
770,BRN_,
770,CRAN,
770,DP24,
770,EDEM,
770,LTRK,1.0
770,MO24,
770,MORT,
770,MUSC,1.0
770,NC24,
770,NC__,1.0
770,SKIN,
770,SM24,
770,TCHR,
770,TOT_MORT,
771,ALL_BUT_MORT,0.0
771,ANY120,0.0
771,ANY24,1.0
771,AXIS,0.0
771,BRN_,0.0
771,CRAN,1.0
771,DP24,
771,EDEM,1.0
771,LTRK,1.0
771,MO24,1.0
771,MORT,1.0
771,MUSC,1.0
771,NC24,
771,NC__,
771,SKIN,1.0
771,SM24,
771,TCHR,1.0
771,TOT_MORT,1.0
774,ALL_BUT_MORT,1.0
774,ANY120,0.0
774,ANY24,
774,AXIS,1.0
774,BRN_,1.0
774,CRAN,1.0
774,DP24,
774,EDEM,1.0
774,LTRK,1.0
774,MO24,
774,MORT,1.0
774,MUSC,1.0
774,NC24,
774,NC__,1.0
774,SKIN,
774,SM24,
774,TCHR,1.0
774,TOT_MORT,0.0
775,ALL_BUT_MORT,1.0
775,ANY120,0.0
775,ANY24,1.0
775,AXIS,0.0
775,BRN_,1.0
775,CRAN,1.0
775,DP24,
775,EDEM,1.0
775,LTRK,1.0
775,MO24,1.0
775,MORT,0.0
775,MUSC,1.0
775,NC24,
775,NC__,
775,SKIN,
775,SM24,
775,TCHR,
775,TOT_MORT,0.0
776,ALL_BUT_MORT,
776,ANY120,
776,ANY24,
776,AXIS,
776,BRN_,
776,CRAN,
776,DP24,
776,EDEM,
776,LTRK,
776,MO24,
776,MORT,
776,MUSC,
776,NC24,
776,NC__,
776,SKIN,
776,SM24,
776,TCHR,
776,TOT_MORT,
777,ALL_BUT_MORT,-1.0
777,ANY120,0.0
777,ANY24,0.0
777,AXIS,-1.0
777,BRN_,-1.0
777,CRAN,0.0
777,DP24,0.0
777,EDEM,0.0
777,LTRK,1.0
777,MO24,
777,MORT,0.0
777,MUSC,
777,NC24,
777,NC__,
777,SKIN,
777,SM24,
777,TCHR,1.0
777,TOT_MORT,0.0
778,ALL_BUT_MORT,-1.0
778,ANY120,-1.0
778,ANY24,0.0
778,AXIS,0.0
778,BRN_,0.0
778,CRAN,0.0
778,DP24,0.0
778,EDEM,0.0
778,LTRK,0.0
778,MO24,0.0
778,MORT,0.0
778,MUSC,
778,NC24,
778,NC__,
778,SKIN,
778,SM24,
778,TCHR,-1.0
778,TOT_MORT,0.0
946,ALL_BUT_MORT,0.0
946,ANY120,0.0
946,ANY24,
946,AXIS,0.0
946,BRN_,0.0
946,CRAN,0.0
946,DP24,
946,EDEM,0.0
946,LTRK,0.0
946,MO24,
946,MORT,0.0
946,MUSC,0.0
946,NC24,
946,NC__,1.0
946,SKIN,
946,SM24,
946,TCHR,0.0
946,TOT_MORT,0.0
947,ALL_BUT_MORT,
947,ANY120,
947,ANY24,
947,AXIS,
947,BRN_,
947,CRAN,
947,DP24,
947,EDEM,
947,LTRK,
947,MO24,
947,MORT,
947,MUSC,
947,NC24,
947,NC__,
947,SKIN,
947,SM24,
947,TCHR,
947,TOT_MORT,
948,ALL_BUT_MORT,
948,ANY120,0.0
948,ANY24,0.0
948,AXIS,
948,BRN_,
948,CRAN,
948,DP24,
948,EDEM,
948,LTRK,
948,MO24,0.0
948,MORT,0.0
948,MUSC,
948,NC24,
948,NC__,
948,SKIN,
948,SM24,
948,TCHR,
948,TOT_MORT,0.0
949,ALL_BUT_MORT,1.0
949,ANY120,1.0
949,ANY24,1.0
949,AXIS,1.0
949,BRN_,1.0
949,CRAN,
949,DP24,
949,EDEM,1.0
949,LTRK,
949,MO24,1.0
949,MORT,1.0
949,MUSC,1.0
949,NC24,
949,NC__,
949,SKIN,1.0
949,SM24,
949,TCHR,1.0
949,TOT_MORT,1.0
951,ALL_BUT_MORT,1.0
951,ANY120,1.0
951,ANY24,
951,AXIS,
951,BRN_,
951,CRAN,1.0
951,DP24,
951,EDEM,
951,LTRK,
951,MO24,
951,MORT,
951,MUSC,
951,NC24,
951,NC__,
951,SKIN,
951,SM24,
951,TCHR,1.0
951,TOT_MORT,
952,ALL_BUT_MORT,0.0
952,ANY120,0.0
952,ANY24,
952,AXIS,1.0
952,BRN_,0.0
952,CRAN,0.0
952,DP24,
952,EDEM,0.0
952,LTRK,
952,MO24,
952,MORT,1.0
952,MUSC,
952,NC24,
952,NC__,
952,SKIN,
952,SM24,
952,TCHR,
952,TOT_MORT,
961,ALL_BUT_MORT,1.0
961,ANY120,
961,ANY24,
961,AXIS,1.0
961,BRN_,1.0
961,CRAN,1.0
961,DP24,
961,EDEM,1.0
961,LTRK,1.0
961,MO24,
961,MORT,1.0
961,MUSC,
961,NC24,
961,NC__,
961,SKIN,
961,SM24,
961,TCHR,1.0
961,TOT_MORT,
965,ALL_BUT_MORT,0.0
965,ANY120,0.0
965,ANY24,0.0
965,AXIS,0.0
965,BRN_,0.0
965,CRAN,0.0
965,DP24,0.0
965,EDEM,0.0
965,LTRK,0.0
965,MO24,0.0
965,MORT,0.0
965,MUSC,0.0
965,NC24,
965,NC__,
965,SKIN,
965,SM24,
965,TCHR,0.0
965,TOT_MORT,0.0
966,ALL_BUT_MORT,
966,ANY120,0.0
966,ANY24,0.0
966,AXIS,1.0
966,BRN_,
966,CRAN,1.0
966,DP24,
966,EDEM,
966,LTRK,
966,MO24,0.0
966,MORT,1.0
966,MUSC,
966,NC24,
966,NC__,
966,SKIN,
966,SM24,
966,TCHR,
966,TOT_MORT,0.0
998,ALL_BUT_MORT,-1.0
998,ANY120,-1.0
998,ANY24,1.0
998,AXIS,-1.0
998,BRN_,0.0
998,CRAN,-1.0
998,DP24,
998,EDEM,0.0
998,LTRK,-1.0
998,MO24,1.0
998,MORT,1.0
998,MUSC,1.0
998,NC24,
998,NC__,-1.0
998,SKIN,
998,SM24,
998,TCHR,0.0
998,TOT_MORT,0.0
1030,ALL_BUT_MORT,
1030,ANY120,
1030,ANY24,1.0
1030,AXIS,
1030,BRN_,
1030,CRAN,
1030,DP24,
1030,EDEM,
1030,LTRK,
1030,MO24,1.0
1030,MORT,
1030,MUSC,
1030,NC24,
1030,NC__,
1030,SKIN,
1030,SM24,
1030,TCHR,
1030,TOT_MORT,1.0
1031,ALL_BUT_MORT,0.0
1031,ANY120,1.0
1031,ANY24,1.0
1031,AXIS,1.0
1031,BRN_,1.0
1031,CRAN,1.0
1031,DP24,1.0
1031,EDEM,1.0
1031,LTRK,1.0
1031,MO24,
1031,MORT,1.0
1031,MUSC,1.0
1031,NC24,1.0
1031,NC__,1.0
1031,SKIN,
1031,SM24,
1031,TCHR,
1031,TOT_MORT,1.0
1105,ALL_BUT_MORT,0.0
1105,ANY120,0.0
1105,ANY24,1.0
1105,AXIS,1.0
1105,BRN_,
1105,CRAN,
1105,DP24,1.0
1105,EDEM,
1105,LTRK,0.0
1105,MO24,
1105,MORT,
1105,MUSC,
1105,NC24,
1105,NC__,
1105,SKIN,
1105,SM24,
1105,TCHR,
1105,TOT_MORT,
1114,ALL_BUT_MORT,
1114,ANY120,
1114,ANY24,0.0
1114,AXIS,0.0
1114,BRN_,0.0
1114,CRAN,0.0
1114,DP24,
1114,EDEM,0.0
1114,LTRK,0.0
1114,MO24,0.0
1114,MORT,0.0
1114,MUSC,1.0
1114,NC24,
1114,NC__,
1114,SKIN,
1114,SM24,
1114,TCHR,0.0
1114,TOT_MORT,
1119,ALL_BUT_MORT,0.0
1119,ANY120,0.0
1119,ANY24,0.0
1119,AXIS,0.0
1119,BRN_,
1119,CRAN,1.0
1119,DP24,0.0
1119,EDEM,
1119,LTRK,
1119,MO24,
1119,MORT,1.0
1119,MUSC,
1119,NC24,
1119,NC__,
1119,SKIN,
1119,SM24,
1119,TCHR,
1119,TOT_MORT,1.0
1161,ALL_BUT_MORT,0.0
1161,ANY120,0.0
1161,ANY24,0.0
1161,AXIS,0.0
1161,BRN_,0.0
1161,CRAN,0.0
1161,DP24,
1161,EDEM,0.0
1161,LTRK,
1161,MO24,0.0
1161,MORT,0.0
1161,MUSC,
1161,NC24,
