Chemical_ID,End_Point,Model,BMD10,BMD50,Min_Dose,Max_Dose,AUC_Norm,DataQC_Flag,BMD_Analysis_Flag,BMD10_Flag,BMD50_Flag
3756,BRN_,NULL,NULL,NULL,0,100,0,1,NULL,NULL,NULL
3756,LTRK,NULL,NULL,NULL,0,100,0.026992672,1,NULL,NULL,NULL
3756,NC__,NULL,NULL,NULL,0,100,0,1,NULL,NULL,NULL
3756,SKIN,NULL,NULL,NULL,0,100,0,1,NULL,NULL,NULL
3756,SM24,NULL,NULL,NULL,0,100,0,1,NULL,NULL,NULL
3758,LTRK,NULL,NULL,NULL,0,59.6,0.011169196,1,NULL,NULL,NULL
3758,SM24,NULL,NULL,NULL,0,59.6,0,1,NULL,NULL,NULL
3759,AXIS,NULL,NULL,NULL,0,100,0.007685185,1,NULL,NULL,NULL
3759,BRN_,NULL,NULL,NULL,0,100,0.009585185,1,NULL,NULL,NULL
3759,LTRK,NULL,NULL,NULL,0,100,0.013334404,1,NULL,NULL,NULL
3759,MO24,NULL,NULL,NULL,0,100,0.049657937,1,NULL,NULL,NULL
3759,MUSC,NULL,NULL,NULL,0,100,0.017396738,1,NULL,NULL,NULL
3759,NC__,NULL,NULL,NULL,0,100,0,1,NULL,NULL,NULL
3759,SKIN,NULL,NULL,NULL,0,100,0,1,NULL,NULL,NULL
3759,SM24,NULL,NULL,NULL,0,100,0,1,NULL,NULL,NULL
3760,ANY24,NULL,NULL,NULL,0,100,0.179539286,1,NULL,NULL,NULL
3760,AXIS,NULL,NULL,NULL,0,100,0.014493333,1,NULL,NULL,NULL
3760,DP24,NULL,NULL,NULL,x,100,0.076939888,1,NULL,NULL,NULL
3760,MO24,NULL,NULL,NULL,0,100,0.112480952,1,NULL,NULL,NULL
3760,MUSC,NULL,NULL,NULL,0,100,0.00036,1,NULL,NULL,NULL
3760,NC__,NULL,NULL,NULL,0,100,0,1,NULL,NULL,NULL
3760,SKIN,NULL,NULL,NULL,0,100,0,1,NULL,NULL,NULL
3760,SM24,NULL,NULL,NULL,0,100,0,1,NULL,NULL,NULL
3760,TCHR,NULL,NULL,NULL,0,100,0.019670345,1,NULL,NULL,NULL
3761,AXIS,NULL,NULL,NULL,0,1,0.002647059,1,NULL,NULL,NULL
3761,ALL_BUT_MORT,NULL,NULL,NULL,0,1,0.009305789,1,NULL,NULL,NULL
3761,BRN_,NULL,NULL,NULL,0,1,0,1,NULL,NULL,NULL
3761,CRAN,NULL,NULL,NULL,0,1,0.002647059,1,NULL,NULL,NULL
3761,DP24,NULL,NULL,NULL,0,1,0,1,NULL,NULL,NULL
3761,EDEM,NULL,NULL,NULL,0,1,0.002647059,1,NULL,NULL,NULL
3761,LTRK,NULL,NULL,NULL,0,1,0.00665873,1,NULL,NULL,NULL
3761,MORT,NULL,NULL,NULL,0,1,0,1,NULL,NULL,NULL
3761,MUSC,NULL,NULL,NULL,0,1,0,1,NULL,NULL,NULL
3761,NC__,NULL,NULL,NULL,0,1,0,1,NULL,NULL,NULL
3761,SKIN,NULL,NULL,NULL,0,1,0,1,NULL,NULL,NULL
3761,SM24,NULL,NULL,NULL,0,1,0,1,NULL,NULL,NULL
3761,TCHR,NULL,NULL,NULL,0,1,0.002647059,1,NULL,NULL,NULL
3762,BRN_,NULL,NULL,NULL,0,100,0,1,NULL,NULL,NULL
3762,EDEM,NULL,NULL,NULL,0,100,0.007171429,1,NULL,NULL,NULL
3762,MO24,NULL,NULL,NULL,0,100,0.004416667,1,NULL,NULL,NULL
3762,MUSC,NULL,NULL,NULL,0,100,0,1,NULL,NULL,NULL
3762,NC__,NULL,NULL,NULL,0,100,0,1,NULL,NULL,NULL
3762,SKIN,NULL,NULL,NULL,0,100,0,1,NULL,NULL,NULL
3762,SM24,NULL,NULL,NULL,0,100,0,1,NULL,NULL,NULL
3762,TCHR,NULL,NULL,NULL,0,100,0,1,NULL,NULL,NULL
3758,ANY120,logistic,7.092,17.743,0,59.6,0.60099739,2,0,0,0
3758,MORT,probit,19.156,58.284,0,59.6,0.261748911,2,0,0,0
3859,DP24,quantal_linear,9.502,62.514,0,100,0.386431441,2,0,0,0
3758,ALL_BUT_MORT,quantal_linear,6.609,43.482,0,59.6,0.367662191,3,0,0,0
3758,CRAN,gamma,8.928,33.047,0,59.6,0.416160196,3,0,0,0
3758,EDEM,gamma,10.593,38.265,0,59.6,0.367639439,3,0,0,0
3758,TOT_MORT,logistic,17.392,42.449,0,59.6,0.302782438,3,0,0,0
3759,ANY120,log_probit,4.839,413.376,0,100,0.284985714,3,0,0,1
3759,ALL_BUT_MORT,quantal_linear,43.025,283.051,0,100,0.14244051,3,0,0,1
3759,EDEM,quantal_linear,47.534,312.719,0,100,0.108165478,3,0,0,1
3762,ANY120,logistic,66.508,112.321,0,100,0.093763889,3,0,0,1
3762,ALL_BUT_MORT,logistic,75.156,116.314,0,100,0.068919841,3,0,0,1
3762,LTRK,logistic,87.267,106.404,0,100,0.04192605,3,0,0,1
3859,ANY24,quantal_linear,8.835,58.121,0,100,0.429050825,3,0,0,0
3859,ANY120,log_logistic,10.301,34.953,0,100,0.596036439,3,0,0,0
3859,ALL_BUT_MORT,quantal_linear,8.086,53.197,0,100,0.458321917,3,0,0,0
3859,BRN_,quantal_linear,48.18,316.966,0,100,0.084899689,3,0,0,1
3859,CRAN,quantal_linear,22.704,149.362,0,100,0.189821845,3,0,0,1
3859,EDEM,quantal_linear,20.414,134.297,0,100,0.208660555,3,0,0,1
3859,SKIN,quantal_linear,70.556,464.173,0,100,0.067031692,3,0,0,1
3756,ANY24,quantal_linear,56.884,374.229,0,100,0.158030556,4,0,0,1
3756,ANY120,quantal_linear,45.945,302.261,0,100,0.272302778,4,0,0,1
3756,AXIS,quantal_linear,153.477,1009.695,0,100,0.081393582,4,0,1,1
3756,ALL_BUT_MORT,quantal_linear,82.739,544.327,0,100,0.110833663,4,0,0,1
3756,CRAN,quantal_linear,153.477,1009.695,0,100,0.081393582,4,0,1,1
3756,DP24,quantal_linear,107.931,710.056,0,100,0.058300379,4,0,1,1
3756,EDEM,quantal_linear,153.477,1009.695,0,100,0.081393582,4,0,1,1
3756,MO24,quantal_linear,125.579,826.164,0,100,0.107644444,4,0,1,1
3756,MORT,log_logistic,45.328,335468.683,0,100,0.10323276,4,2,0,1
3756,MUSC,quantal_linear,153.477,1009.695,0,100,0.081393582,4,0,1,1
3756,TCHR,quantal_linear,861.435,5667.219,0,100,0.007551724,4,0,1,1
3756,TOT_MORT,quantal_linear,66.76,439.204,0,100,0.200547222,4,0,0,1
3758,ANY24,logistic,48.586,107.52,0,59.6,0.118451715,4,0,0,1
3758,AXIS,logistic,48.667,70.599,0,59.6,0.062066261,4,0,0,1
3758,BRN_,quantal_linear,87.31,574.395,0,59.6,0.041896259,4,0,1,1
3758,DP24,quantal_linear,59.456,391.151,0,59.6,0.062122849,4,0,0,1
3758,MO24,logistic,81.501,167.519,0,59.6,0.06016965,4,0,1,1
3758,MUSC,quantal_linear,354.567,2332.631,0,59.6,0.013117755,4,0,1,1
3758,NC__,quantal_linear,355.813,2340.829,0,59.6,0.00950783,4,0,1,1
3758,SKIN,quantal_linear,354.567,2332.631,0,59.6,0.013117755,4,0,1,1
3758,TCHR,quantal_linear,42.774,281.403,0,59.6,0.082615299,4,0,0,1
3759,ANY24,log_probit,534.113,1.30E+12,0,100,0.071685714,4,0,1,1
3759,CRAN,quantal_linear,82.712,544.144,0,100,0.0691109,4,0,0,1
3759,DP24,quantal_linear,488.564,3214.174,0,100,0.023664833,4,0,1,1
3759,MORT,log_probit,44.462,87978.503,0,100,0.124332578,4,0,0,1
3759,TCHR,logistic,300.525,476.445,0,100,0.01389553,4,0,1,1
3759,TOT_MORT,log_probit,5.516,654757.097,0,100,0.167409524,4,0,0,1
3760,ANY120,quantal_linear,27.447,180.567,0,100,0.318467063,4,0,0,1
3760,ALL_BUT_MORT,quantal_linear,83.274,547.843,0,100,0.136577905,4,0,0,1
3760,BRN_,logistic,101.859,104.909,0,100,0.005,4,0,1,1
3760,CRAN,logistic,117.799,217.002,0,100,0.046952567,4,0,1,1
3760,EDEM,logistic,111.064,212.843,0,100,0.0583859,4,0,1,1
3760,LTRK,logistic,115.073,198.865,0,100,0.039448889,4,0,1,1
3760,MORT,quantal_linear,61.539,404.855,0,100,0.153273074,4,0,0,1
3760,TOT_MORT,quantal_linear,51.89,341.375,0,100,0.246514286,4,2,0,1
3761,ANY24,logistic,2.004,3.491,0,1,0.029376984,4,0,1,1
3761,ANY120,quantal_linear,4.571,30.071,0,1,0.03847619,4,0,1,1
3761,MO24,logistic,2.004,3.491,0,1,0.029376984,4,0,1,1
3761,TOT_MORT,logistic,2.004,3.491,0,1,0.029376984,4,0,1,1
3762,ANY24,logistic,215.779,339.947,0,100,0.016263889,4,0,1,1
3762,AXIS,logistic,101.775,103.973,0,100,0.003676471,4,0,1,1
3762,CRAN,quantal_linear,680.313,4475.652,0,100,0.016776471,4,0,1,1
3762,DP24,quantal_linear,535.684,3524.166,0,100,0.011847222,4,0,1,1
3762,MORT,quantal_linear,265.587,1747.245,0,100,0.021446429,4,0,1,1
3762,TOT_MORT,logistic,138.593,219.36,0,100,0.025763889,4,0,1,1
3859,AXIS,quantal_linear,24.017,158.006,0,100,0.172969694,4,0,0,1
3859,LTRK,quantal_linear,17.539,115.384,0,100,0.222579641,4,2,0,1
3859,MO24,logistic,78.215,153.573,0,100,0.089317908,4,2,0,1
3859,MORT,log_probit,29.087,114.658,0,100,0.249151497,4,0,0,1
3859,MUSC,logistic,99.878,103.323,0,100,0.013263158,4,0,0,1
3859,NC__,logistic,99.878,103.323,0,100,0.013263158,4,0,0,1
3859,SM24,quantal_linear,762.11,5013.778,0,100,0.010833333,4,0,1,1
3859,TCHR,logistic,78.261,113.091,0,100,0.051996604,4,0,0,1
3859,TOT_MORT,log_probit,27.392,94.4,0,100,0.303167033,4,2,0,0